,Name,Date of Birth,Date of Death,Race,Gender,Religion,Title,Term Start,Term End,Party,Nominator,Court,Year
1441,John Rutledge,1739-09-17,1800-07-23,,male,,Chief Justice of the United States,1795-06-30,1795-12-28,Federalist Party,,United States of America,1795
1442,Samuel Chase,1741-04-17,1811-06-19,,male,,Associate Justice of the Supreme Court of the United States,1796-01-27,1811-06-19,Federalist Party,,United States of America,1796
1443,Oliver Ellsworth,1745-04-29,1807-11-26,,male,congregational church,Chief Justice of the United States,1796-03-04,1800-09-30,Federalist Party,,United States of America,1796
1444,Bushrod Washington,1762-06-05,1829-11-26,,male,Anglicanism,Associate Justice of the Supreme Court of the United States,1798-12-20,1829-11-26,Federalist Party,John Adams,United States of America,1798
1445,Alfred Moore,1755-05-21,1810-10-15,,male,,Associate Justice of the Supreme Court of the United States,1800-04-21,1804-01-26,Federalist Party,John Adams,United States of America,1800
1446,John Marshall,1755-09-24,1835-07-06,,male,Episcopal Church,Chief Justice of the United States,1801-01-31,1835-07-06,Federalist Party,,United States of America,1801
1447,John Marshall,1755-09-24,1835-07-06,,male,Anglicanism,Chief Justice of the United States,1801-01-31,1835-07-06,Federalist Party,,United States of America,1801
1448,William Johnson,1771-12-27,1834-08-04,,male,,Associate Justice of the Supreme Court of the United States,1804-05-07,1834-08-04,Democratic-Republican Party,,United States of America,1804
1449,William Johnson,1771-12-27,1834-08-24,,male,,Associate Justice of the Supreme Court of the United States,1804-05-07,1834-08-04,Democratic-Republican Party,,United States of America,1804
1450,Henry Brockholst Livingston,1757-11-25,1823-03-18,,male,,Associate Justice of the Supreme Court of the United States,1806-11-10,1823-03-18,Democratic-Republican Party,Thomas Jefferson,United States of America,1806
1451,Thomas Todd,1765-01-23,1826-02-07,,male,,Associate Justice of the Supreme Court of the United States,1807-03-03,1826-02-07,Democratic-Republican Party,Thomas Jefferson,United States of America,1807
1452,Gabriel Duvall,1752-12-06,1844-03-06,,male,,Associate Justice of the Supreme Court of the United States,1811-11-18,1835-01-12,Whig Party,James Madison,United States of America,1811
1453,Joseph Story,1779-09-18,1845-09-10,,male,,Associate Justice of the Supreme Court of the United States,1812-02-03,1845-09-10,Democratic-Republican Party,,United States of America,1812
1454,Smith Thompson,1768-01-17,1843-12-18,,male,,Associate Justice of the Supreme Court of the United States,1823-09-01,1843-12-18,Democratic-Republican Party,James Monroe,United States of America,1823
1455,Robert Trimble,1776-11-17,1828-08-25,,male,,Associate Justice of the Supreme Court of the United States,1826-05-09,1828-08-25,Democratic-Republican Party,,United States of America,1826
1456,John McLean,1785-03-11,1861-04-04,,male,,Associate Justice of the Supreme Court of the United States,1829-03-07,1861-04-04,Republican Party,Andrew Jackson,United States of America,1829
1457,John McLean,1785-03-11,1861-04-04,,male,,Associate Justice of the Supreme Court of the United States,1829-03-07,1861-04-04,Democratic Party,Andrew Jackson,United States of America,1829
1458,John McLean,1785-03-11,1861-04-04,,male,,Associate Justice of the Supreme Court of the United States,1829-03-07,1861-04-04,Democratic-Republican Party,Andrew Jackson,United States of America,1829
1459,Henry Baldwin,1780-01-14,1844-04-21,,male,,Associate Justice of the Supreme Court of the United States,1830-01-06,1844-04-21,Democratic Party,Andrew Jackson,United States of America,1830
1460,Henry Baldwin,1780-01-14,1844-04-21,,male,,Associate Justice of the Supreme Court of the United States,1830-01-06,1844-04-21,Democratic-Republican Party,Andrew Jackson,United States of America,1830
1461,James Moore Wayne,1790-01-01,1867-07-05,,male,,Associate Justice of the Supreme Court of the United States,1835-01-14,1867-07-05,Democratic Party,Andrew Jackson,United States of America,1835
1462,Philip Pendleton Barbour,1783-05-25,1841-02-25,,male,,Associate Justice of the Supreme Court of the United States,1836-03-15,1841-02-25,Democratic Party,,United States of America,1836
1463,Philip Pendleton Barbour,1783-05-25,1841-02-25,,male,,Associate Justice of the Supreme Court of the United States,1836-03-15,1841-02-25,Democratic-Republican Party,,United States of America,1836
1464,Roger B. Taney,1777-03-17,1864-10-12,,male,Catholic Church,Chief Justice of the United States,1836-03-15,1864-10-12,Democratic Party,,United States of America,1836
1465,Roger B. Taney,1777-03-17,1864-10-12,,male,Catholic Church,Chief Justice of the United States,1836-03-15,1864-10-12,Federalist Party,,United States of America,1836
1466,John McKinley,1780-05-01,1852-07-19,,male,,Associate Justice of the Supreme Court of the United States,1837-04-22,1852-07-19,Democratic Party,Martin Van Buren,United States of America,1837
1467,John McKinley,1780-05-01,1852-07-19,,male,,Associate Justice of the Supreme Court of the United States,1837-04-22,1852-07-19,Jacksonian Democracy,Martin Van Buren,United States of America,1837
1468,Peter Vivian Daniel,1784-04-24,1860-05-31,,male,,Associate Justice of the Supreme Court of the United States,1842-01-10,1860-05-31,Democratic Party,Martin Van Buren,United States of America,1842
1469,Samuel Nelson,1792-11-10,1873-09-13,,male,,Associate Justice of the Supreme Court of the United States,1845-02-14,1872-11-28,Democratic Party,John Tyler,United States of America,1845
1470,Samuel Nelson,1792-11-10,1873-12-13,,male,,Associate Justice of the Supreme Court of the United States,1845-02-14,1872-11-28,Democratic Party,John Tyler,United States of America,1845
1471,Levi Woodbury,1789-12-22,1851-09-04,,male,,Associate Justice of the Supreme Court of the United States,1845-09-20,1851-09-04,Democratic Party,James K. Polk,United States of America,1845
1472,Robert Cooper Grier,1794-03-05,1870-09-25,,male,,Associate Justice of the Supreme Court of the United States,1846-08-04,1870-01-31,Democratic Party,James K. Polk,United States of America,1846
1473,Robert Cooper Grier,1794-03-05,1870-09-25,,male,,Associate Justice of the Supreme Court of the United States,1846-08-04,1870-01-31,Jacksonian Democracy,James K. Polk,United States of America,1846
1474,Benjamin Robbins Curtis,1809-11-04,1874-09-15,,male,,Associate Justice of the Supreme Court of the United States,1851-09-22,1857-09-30,Whig Party,Millard Fillmore,United States of America,1851
1475,John Archibald Campbell,1811-06-24,1889-03-12,,male,,Associate Justice of the Supreme Court of the United States,1853-03-23,1861-04-30,Democratic Party,,United States of America,1853
1476,Nathan Clifford,1803-08-18,1881-07-25,,male,congregational church,Associate Justice of the Supreme Court of the United States,1858-01-12,1881-07-25,Democratic Party,James Buchanan,United States of America,1858
1477,Noah Haynes Swayne,1804-12-07,1884-06-08,,male,Quakers,Associate Justice of the Supreme Court of the United States,1862-01-24,1881-01-24,Republican Party,,United States of America,1862
1478,Samuel Freeman Miller,1816-04-05,1890-10-13,,male,,Associate Justice of the Supreme Court of the United States,1862-07-16,1890-10-13,Republican Party,,United States of America,1862
1479,Samuel Freeman Miller,1816-04-05,1890-10-13,,male,,Associate Justice of the Supreme Court of the United States,1862-07-16,1890-10-13,Whig Party,,United States of America,1862
1480,David Davis,1815-03-09,1886-06-26,,male,,Associate Justice of the Supreme Court of the United States,1862-10-17,1877-03-04,Republican Party,Abraham Lincoln,United States of America,1862
1481,Stephen Johnson Field,1816-11-04,1899-04-09,,male,,Associate Justice of the Supreme Court of the United States,1863-03-10,1897-12-01,Democratic Party,,United States of America,1863
1482,Salmon P. Chase,1808-01-13,1873-05-07,,male,Episcopal Church,Chief Justice of the United States,1864-12-15,1873-05-07,Republican Party,,United States of America,1864
1483,Salmon P. Chase,1808-01-13,1873-05-07,,male,Episcopal Church,Chief Justice of the United States,1864-12-15,1873-05-07,Democratic Party,,United States of America,1864
1484,William Strong,1808-05-06,1895-08-19,,male,,Associate Justice of the Supreme Court of the United States,1870-02-18,1880-12-14,Republican Party,Ulysses S Grant,United States of America,1870
1485,William Strong,1808-05-06,1895-08-19,,male,,Associate Justice of the Supreme Court of the United States,1870-02-18,1880-12-14,Democratic Party,Ulysses S Grant,United States of America,1870
1486,Joseph P. Bradley,1813-03-14,1892-01-22,,male,,Associate Justice of the Supreme Court of the United States,1870-03-21,1892-01-22,Republican Party,,United States of America,1870
1487,Ward Hunt,1810-06-14,1886-03-24,,male,,Associate Justice of the Supreme Court of the United States,1872-12-11,1882-01-27,Republican Party,,United States of America,1872
1488,Ward Hunt,1810-06-14,1886-03-24,,male,,Associate Justice of the Supreme Court of the United States,1872-12-11,1882-01-27,Democratic Party,,United States of America,1872
1489,Morrison Waite,1816-11-29,1888-03-23,,male,,Chief Justice of the United States,1874-01-21,1888-03-23,Republican Party,,United States of America,1874
1490,John Marshall Harlan,1833-06-01,1911-10-14,,male,,Associate Justice of the Supreme Court of the United States,1877-11-29,1911-10-14,Republican Party,Rutherford B. Hayes,United States of America,1877
1491,William Burnham Woods,1824-08-03,1887-05-14,,male,,Associate Justice of the Supreme Court of the United States,1880-12-21,1887-05-14,Republican Party,Rutherford B. Hayes,United States of America,1880
1492,William Burnham Woods,1824-08-03,1887-05-14,,male,,Associate Justice of the Supreme Court of the United States,1880-12-21,1887-05-14,Democratic Party,Rutherford B. Hayes,United States of America,1880
1493,Stanley Matthews,1824-07-21,1889-03-22,,male,,Associate Justice of the Supreme Court of the United States,1881-05-12,1889-03-22,Republican Party,,United States of America,1881
1494,Horace Gray,1828-03-24,1902-09-15,,male,,Associate Justice of the Supreme Court of the United States,1881-12-20,1902-09-15,Republican Party,,United States of America,1881
1495,Samuel Blatchford,1820-03-09,1893-07-07,,male,,Associate Justice of the Supreme Court of the United States,1882-03-22,1893-07-07,Republican Party,,United States of America,1882
1496,Lucius Q. C. Lamar,1825-09-17,1893-01-23,,male,,Associate Justice of the Supreme Court of the United States,1888-01-16,1893-01-23,Democratic Party,Grover Cleveland,United States of America,1888
1497,Melville Fuller,1833-02-11,1910-07-04,,male,Episcopal Church,Chief Justice of the United States,1888-10-08,1910-07-04,Democratic Party,,United States of America,1888
1498,David Josiah Brewer,1837-06-20,1910-03-27,,male,congregational church,Associate Justice of the Supreme Court of the United States,1889-12-18,1910-03-28,Republican Party,Benjamin Harrison,United States of America,1889
1499,Henry Billings Brown,1836-03-02,1913-09-04,,male,congregational church,Associate Justice of the Supreme Court of the United States,1890-12-29,1906-05-28,Republican Party,Benjamin Harrison,United States of America,1890
1500,"George Shiras, Jr.",1832-01-26,1924-08-02,,male,,Associate Justice of the Supreme Court of the United States,1892-07-26,1903-02-23,Republican Party,,United States of America,1892
1501,"George Shiras, Jr.",1832-01-26,1924-09-02,,male,,Associate Justice of the Supreme Court of the United States,1892-07-26,1903-02-23,Republican Party,,United States of America,1892
1502,Howell Edmunds Jackson,1832-04-08,1895-08-08,,male,,Associate Justice of the Supreme Court of the United States,1893-02-18,1895-08-08,Democratic Party,,United States of America,1893
1503,Edward Douglass White,1845-11-03,1921-05-19,,male,Catholic Church,Associate Justice of the Supreme Court of the United States,1894-02-19,1910-12-18,Democratic Party,,United States of America,1894
1504,Edward Douglass White,1795-03-03,1847-04-18,,male,Catholicism,Associate Justice of the Supreme Court of the United States,1894-03-12,1910-12-18,Whig Party,Grover Cleveland,United States of America,1894
1505,Rufus W. Peckham,1838-11-08,1909-10-24,,male,,Associate Justice of the Supreme Court of the United States,1895-12-09,1909-10-24,Democratic Party,,United States of America,1895
1506,Joseph McKenna,1843-08-10,1926-11-21,,male,,Associate Justice of the Supreme Court of the United States,1898-01-21,1925-01-05,Republican Party,,United States of America,1898
1507,Oliver Wendell Holmes,1841-03-08,1935-03-06,,male,,Associate Justice of the Supreme Court of the United States,1902-12-04,1932-01-12,Republican Party,,United States of America,1902
1508,William R. Day,1849-04-17,1923-07-09,,male,Lutheranism,Associate Justice of the Supreme Court of the United States,1903-03-02,1922-11-13,Republican Party,,United States of America,1903
1509,William Henry Moody,1853-12-23,1917-07-02,,male,,Associate Justice of the Supreme Court of the United States,1906-12-12,1910-11-20,Republican Party,Theodore Roosevelt,United States of America,1906
1510,Horace Harmon Lurton,1844-02-26,1914-07-12,,male,,Associate Justice of the Supreme Court of the United States,1909-12-20,1914-07-12,Democratic Party,,United States of America,1909
1511,Charles Evans Hughes,1862-04-11,1948-08-27,,male,Baptists,Associate Justice of the Supreme Court of the United States,1910-10-10,1916-06-10,Republican Party,William Howard Taft,United States of America,1910
1512,Willis Van Devanter,1859-04-17,1941-02-08,,male,,Associate Justice of the Supreme Court of the United States,1910-12-16,1937-06-02,Republican Party,William Howard Taft,United States of America,1910
1513,Joseph Rucker Lamar,1857-10-14,1916-01-02,,male,,Associate Justice of the Supreme Court of the United States,1910-12-17,1916-01-02,Democratic Party,,United States of America,1910
1514,Edward Douglass White,1845-11-03,1921-05-19,,male,Catholic Church,Chief Justice of the United States,1910-12-19,1921-05-19,Democratic Party,,United States of America,1910
1515,Mahlon Pitney,1858-02-05,1924-12-09,,male,,Associate Justice of the Supreme Court of the United States,1912-03-13,1922-12-31,Republican Party,William Howard Taft,United States of America,1912
1516,James Clark McReynolds,1862-02-03,1946-08-24,,male,,Associate Justice of the Supreme Court of the United States,1914-08-29,1941-01-31,Democratic Party,Woodrow Wilson,United States of America,1914
1517,Louis Brandeis,1856-11-13,1941-10-05,,male,Judaism,Associate Justice of the Supreme Court of the United States,1916-06-01,1939-02-13,Democratic Party,Woodrow Wilson,United States of America,1916
1518,John Hessin Clarke,1857-09-18,1945-03-22,,male,,Associate Justice of the Supreme Court of the United States,1916-07-24,1922-09-18,Democratic Party,,United States of America,1916
1519,William Howard Taft,1857-09-15,1930-03-08,,male,Unitarianism,Chief Justice of the United States,1921-07-11,1930-02-03,Republican Party,,United States of America,1921
1520,George Sutherland,1862-03-25,1942-07-18,,male,,Associate Justice of the Supreme Court of the United States,1922-09-05,1938-01-17,Republican Party,Warren G. Harding,United States of America,1922
1521,Pierce Butler,1866-03-17,1939-11-16,,male,,Associate Justice of the Supreme Court of the United States,1922-12-21,1939-11-16,Democratic Party,,United States of America,1922
1522,Edward Terry Sanford,1865-07-23,1930-03-08,,male,,Associate Justice of the Supreme Court of the United States,1923-01-29,1930-03-08,Republican Party,,United States of America,1923
1523,Harlan F. Stone,1872-10-11,1946-04-22,,male,,Associate Justice of the Supreme Court of the United States,1925-02-05,1941-07-03,Republican Party,Calvin Coolidge,United States of America,1925
1524,Charles Evans Hughes,1862-04-11,1948-08-27,,male,Baptists,Chief Justice of the United States,1930-02-13,1941-06-30,Republican Party,Herbert Hoover,United States of America,1930
1525,Owen Roberts,1875-05-02,1955-05-17,,male,,Associate Justice of the Supreme Court of the United States,1930-05-20,1945-07-31,Republican Party,Herbert Hoover,United States of America,1930
1526,Benjamin N. Cardozo,1870-05-24,1938-07-09,,male,,Associate Justice of the Supreme Court of the United States,1932-03-02,1938-07-09,Democratic Party,Herbert Hoover,United States of America,1932
1527,Hugo Black,1886-02-27,1971-09-25,,male,,Associate Justice of the Supreme Court of the United States,1937-08-18,1971-09-17,Democratic Party,Franklin Delano Roosevelt,United States of America,1937
1528,Stanley Forman Reed,1884-12-31,1980-04-02,,male,,Associate Justice of the Supreme Court of the United States,1938-01-27,1957-02-25,Democratic Party,Franklin Delano Roosevelt,United States of America,1938
1529,Felix Frankfurter,1882-11-15,1965-02-22,,male,,Associate Justice of the Supreme Court of the United States,1939-01-20,1962-08-28,independent politician,Franklin Delano Roosevelt,United States of America,1939
1530,William O. Douglas,1898-10-16,1980-01-19,,male,Presbyterianism,Associate Justice of the Supreme Court of the United States,1939-04-15,1975-11-12,Democratic Party,Franklin Delano Roosevelt,United States of America,1939
1531,Frank Murphy,1890-04-13,1949-07-19,,male,,Associate Justice of the Supreme Court of the United States,1940-01-18,1949-07-19,Democratic Party,Franklin Delano Roosevelt,United States of America,1940
1532,Harlan F. Stone,1872-10-11,1946-04-22,,male,,Chief Justice of the United States,1941-07-03,1946-04-22,Republican Party,,United States of America,1941
1533,James F. Byrnes,1882-05-02,1972-04-09,,male,Episcopal Church,Associate Justice of the Supreme Court of the United States,1941-07-08,1942-10-03,Republican Party,Franklin Delano Roosevelt,United States of America,1941
1534,James F. Byrnes,1882-05-02,1972-04-09,,male,Episcopal Church,Associate Justice of the Supreme Court of the United States,1941-07-08,1942-10-03,Democratic Party,Franklin Delano Roosevelt,United States of America,1941
1535,Robert H. Jackson,1892-02-13,1954-10-09,,male,,Associate Justice of the Supreme Court of the United States,1941-07-11,1954-10-09,Democratic Party,Franklin Delano Roosevelt,United States of America,1941
1536,Wiley Rutledge,1894-07-20,1949-09-10,,male,,Associate Justice of the Supreme Court of the United States,1943-02-11,1949-09-10,Democratic Party,,United States of America,1943
1537,Harold Hitz Burton,1888-06-22,1964-10-28,,male,,Associate Justice of the Supreme Court of the United States,1945-09-22,1958-10-13,Republican Party,Harry S Truman,United States of America,1945
1538,Fred M. Vinson,1890-01-22,1953-09-08,,male,Methodism,Chief Justice of the United States,1946-06-21,1953-09-08,Democratic Party,,United States of America,1946
1539,Thomas Campbell Clark,1899-09-23,1977-06-13,,male,,Associate Justice of the Supreme Court of the United States,1949-08-19,1967-06-12,Democratic Party,Harry S Truman,United States of America,1949
1540,Sherman Minton,1890-10-20,1965-04-09,,male,,Associate Justice of the Supreme Court of the United States,1949-10-05,1956-10-15,Democratic Party,Harry S Truman,United States of America,1949
1541,Earl Warren,1891-03-19,1974-07-09,,male,Methodism,Chief Justice of the United States,1953-10-05,1969-06-23,Republican Party,,United States of America,1953
1542,Earl Warren,1891-03-19,1974-07-09,,male,Methodism,Chief Justice of the United States,1953-10-05,1969-06-23,Democratic Party,,United States of America,1953
1543,John Marshall Harlan II,1899-05-20,1971-12-29,,male,Episcopal Church,Associate Justice of the Supreme Court of the United States,1955-03-17,1971-09-23,Republican Party,,United States of America,1955
1544,William J. Brennan,1906-04-25,1997-07-24,,male,,Associate Justice of the Supreme Court of the United States,1956-10-15,1990-07-20,Democratic Party,Dwight D. Eisenhower,United States of America,1956
1545,Charles Evans Whittaker,1901-02-22,1973-11-26,,male,,Associate Justice of the Supreme Court of the United States,1957-03-22,1962-03-31,Republican Party,Dwight D. Eisenhower,United States of America,1957
